method,scenario_file,source_file,runs,mean_error,std_error,mean_time,std_time
Spiral,"House02_4,5-3_slow","results\Spiral\House02_4,5-3_slow.csv",5,0.7479891999999999,0.04718694848896249,92.8516968,1.9654470243078777
Spiral,"House03_1-2,5_fast","results\Spiral\House03_1-2,5_fast.csv",5,3.7494174,0.2744135251209386,95.0791408,4.667423172056848
Spiral,"House03_1-2,5_slow","results\Spiral\House03_1-2,5_slow.csv",5,4.1418644,0.31803387501459646,97.7205128,1.8744436445706225
Spiral,House03_5-3_fast,results\Spiral\House03_5-3_fast.csv,5,0.7187192,0.029269131627023052,530.4863822,43.47633772719837
Spiral,House03_5-3_slow,results\Spiral\House03_5-3_slow.csv,5,0.8374304,0.05158679652100912,682.0861116,145.90149126370636
Spiral,"House04_5,7-1,2_fast","results\Spiral\House04_5,7-1,2_fast.csv",5,0.7924806,0.05427491992900588,513.6370416,28.824090987802137
Spiral,"House04_5,7-1,2_slow","results\Spiral\House04_5,7-1,2_slow.csv",5,1.2127970000000001,0.14508566787419083,230.6535292,24.532030009500986
Spiral,"House04_7-3,8_fast","results\Spiral\House04_7-3,8_fast.csv",5,0.7612666,0.05707743959131314,95.74140600000001,3.674240249241944
Spiral,"House04_7-3,8_slow","results\Spiral\House04_7-3,8_slow.csv",5,0.8580078,0.028067875341749683,99.6264352,3.314709834493618
Spiral,"House05_4,8-5_fast","results\Spiral\House05_4,8-5_fast.csv",5,0.7835212,0.044832259921846446,119.5280936,11.604769455002467
Spiral,"House05_4,8-5_slow","results\Spiral\House05_4,8-5_slow.csv",5,0.7429325999999999,0.03620703927139032,93.292176,2.13573799292996
Spiral,"House05_7-1,2_fast","results\Spiral\House05_7-1,2_fast.csv",5,0.7777846,0.061094444115647725,147.31611800000002,19.17222300913741
Spiral,"House05_7-1,2_slow","results\Spiral\House05_7-1,2_slow.csv",5,0.825823,0.04316212857355393,98.206214,3.4498608993052167
Spiral,"House06_1,2-5_fast","results\Spiral\House06_1,2-5_fast.csv",5,1.9231132000000002,0.45782297038287634,113.08389179999999,4.591282578998564
Spiral,"House06_1,2-5_slow","results\Spiral\House06_1,2-5_slow.csv",5,3.479406,0.2574354368302858,170.8596328,26.482285557572993
Spiral,"House06_1-4,5_fast","results\Spiral\House06_1-4,5_fast.csv",5,2.4579838,0.47054581513674093,110.9165108,5.542837202104957
Spiral,"House06_1-4,5_slow","results\Spiral\House06_1-4,5_slow.csv",5,1.8926560000000001,0.16266253497348435,125.9443244,12.322180218669073
Spiral,"House07_1,3-5_fast","results\Spiral\House07_1,3-5_fast.csv",5,0.7760794,0.057620228625023716,284.3434642,26.94704010901011
Spiral,"House07_1,3-5_slow","results\Spiral\House07_1,3-5_slow.csv",5,1.5824563999999999,0.2146363530143484,97.5133228,3.929503167148129
Spiral,House07_6-1_fast,results\Spiral\House07_6-1_fast.csv,5,0.7568614,0.04509863382964057,145.6142596,17.772810485346078
Spiral,House07_6-1_slow,results\Spiral\House07_6-1_slow.csv,5,2.519188,0.3280186504400322,144.17306979999998,17.11259459696884
Spiral,"House08_1,3-7_fast","results\Spiral\House08_1,3-7_fast.csv",5,0.8308820000000001,0.049616495805326705,442.53627539999997,13.01764983467682
Spiral,"House08_1,3-7_slow","results\Spiral\House08_1,3-7_slow.csv",5,1.118044,0.12356454013591446,126.0087552,12.403695702482512
Spiral,"House08_8,7-6_fast","results\Spiral\House08_8,7-6_fast.csv",5,0.7319408000000001,0.05205689234097635,304.49444800000003,32.94390554613822
Spiral,"House08_8,7-6_slow","results\Spiral\House08_8,7-6_slow.csv",5,0.7389138,0.026473142525963902,287.10411480000005,43.310808320469874
Spiral,"House09_6-2,5_fast","results\Spiral\House09_6-2,5_fast.csv",5,0.7270468,0.036378649682196826,450.525674,42.87710358873922
Spiral,"House09_6-2,5_slow","results\Spiral\House09_6-2,5_slow.csv",5,0.7663822,0.05399166905829085,103.5079454,2.524598341048792
Spiral,"House09_6-7,3_fast","results\Spiral\House09_6-7,3_fast.csv",5,0.8406404000000001,0.037287176264769635,667.1138364000001,77.71818699056558
Spiral,"House09_6-7,3_slow","results\Spiral\House09_6-7,3_slow.csv",5,0.8001482,0.06014953397741333,97.12872300000001,3.415913119431095
Spiral,"House10_1-3,2_fast","results\Spiral\House10_1-3,2_fast.csv",5,1.211932,0.1821776415740966,172.1368422,20.2301221264229
Spiral,"House10_1-3,2_slow","results\Spiral\House10_1-3,2_slow.csv",5,1.2709246,0.16116576547238556,245.34017319999998,36.093574043142894
Spiral,"House10_2,3-1_fast","results\Spiral\House10_2,3-1_fast.csv",5,0.8263773999999999,0.041579947748884925,436.7259706,27.089588409466337
Spiral,"House10_2,3-1_slow","results\Spiral\House10_2,3-1_slow.csv",5,2.0006052,0.38302403776290594,265.966689,37.859481230807496
Spiral,"House11_1-2,3_fast","results\Spiral\House11_1-2,3_fast.csv",5,1.0774108,0.06893355174151407,154.888673,16.870353962313654
Spiral,"House11_1-2,3_slow","results\Spiral\House11_1-2,3_slow.csv",5,1.4629156,0.264425481113867,235.27593939999997,18.063388076443346
Spiral,House11_3-2_fast,results\Spiral\House11_3-2_fast.csv,5,1.0460226000000001,0.09093181091510275,189.7855698,30.44742881445605
Spiral,House11_3-2_slow,results\Spiral\House11_3-2_slow.csv,5,1.5653808,0.2962305025393233,337.8300764,38.04923429917626
Spiral,"House12_4,6-1_fast","results\Spiral\House12_4,6-1_fast.csv",5,1.5597052,0.09724845852094523,178.7483914,26.5191858026117
Spiral,"House12_4,6-1_slow","results\Spiral\House12_4,6-1_slow.csv",5,1.318692,0.2069619199635527,170.66554059999999,21.138103241916934
Spiral,"House12_6,7-1_fast","results\Spiral\House12_6,7-1_fast.csv",5,0.9698444,0.05977515526788704,126.38083839999999,10.609826156388982
Spiral,"House12_6,7-1_slow","results\Spiral\House12_6,7-1_slow.csv",5,1.9926406,0.31769198147781447,304.37039059999995,37.11061625932626
Spiral,"House13_1,3-6_fast","results\Spiral\House13_1,3-6_fast.csv",5,2.3628413999999998,0.26611409794447205,165.2620396,25.880041937351166
Spiral,"House13_1,3-6_slow","results\Spiral\House13_1,3-6_slow.csv",5,1.7581136000000002,0.34405941453955313,153.106826,10.304163680066353
Spiral,"House13_2,3-4,6_fast","results\Spiral\House13_2,3-4,6_fast.csv",5,1.1152792,0.13081715059845941,115.47728099999999,9.725875529615722
Spiral,"House13_2,3-4,6_slow","results\Spiral\House13_2,3-4,6_slow.csv",5,1.9387447999999998,0.36947613023401127,199.56111059999998,18.974222046486812
Spiral,"House14_1,2-4,5_fast","results\Spiral\House14_1,2-4,5_fast.csv",5,1.9149406,0.4029079895401678,124.0793386,8.112601010987959
Spiral,"House14_1,2-4,5_slow","results\Spiral\House14_1,2-4,5_slow.csv",5,2.4193322000000004,0.40627251819277665,149.2982058,15.252717780855592
Spiral,"House14_3,4-2,6_fast","results\Spiral\House14_3,4-2,6_fast.csv",5,2.1520918,0.24516352677284609,115.6151298,10.326018565066624
Spiral,"House14_3,4-2,6_slow","results\Spiral\House14_3,4-2,6_slow.csv",5,2.6558167999999998,0.3544607002965209,151.725247,15.023756430405184
Spiral,"House15_1,2-3,4_fast","results\Spiral\House15_1,2-3,4_fast.csv",5,1.9352148,0.3638666294519188,124.6916442,11.76967583575449
Spiral,"House15_1,2-3,4_slow","results\Spiral\House15_1,2-3,4_slow.csv",5,3.2252068,0.3915529465317557,187.0748878,15.019029740186108
Spiral,"House15_3-1,2_fast","results\Spiral\House15_3-1,2_fast.csv",5,1.7925740000000001,0.3005557269750486,102.4854508,3.4096360487546504
Spiral,"House15_3-1,2_slow","results\Spiral\House15_3-1,2_slow.csv",5,2.2157063999999997,0.3707776243084256,126.83049740000001,8.413727353628701
Spiral,"House16_1,2-4,5,6_fast","results\Spiral\House16_1,2-4,5,6_fast.csv",5,1.4076738,0.2820475412828483,119.1333128,5.546931090765567
Spiral,"House16_1,2-4,5,6_slow","results\Spiral\House16_1,2-4,5,6_slow.csv",5,3.1956320000000003,0.29848808033571467,230.0429022,26.233977133801467
Spiral,"House16_3,4,5-2_fast","results\Spiral\House16_3,4,5-2_fast.csv",5,1.7980942,0.2673539643089289,117.1301038,9.74175447663103
Spiral,"House16_3,4,5-2_slow","results\Spiral\House16_3,4,5-2_slow.csv",5,1.4038282,0.1074433214918452,126.24308699999999,10.0193798346601
Spiral,"House17_3,6-1_fast","results\Spiral\House17_3,6-1_fast.csv",5,1.5482863999999998,0.299780903565087,170.21776300000002,26.1380353666404
Spiral,"House17_3,6-1_slow","results\Spiral\House17_3,6-1_slow.csv",5,1.2099666,0.1107857514791501,198.0377408,30.3242314443235
Spiral,"House17_4,6-1,2_fast","results\Spiral\House17_4,6-1,2_fast.csv",5,1.0969184,0.13149277595480294,152.6521636,15.884689885282677
Spiral,"House17_4,6-1,2_slow","results\Spiral\House17_4,6-1,2_slow.csv",5,1.6944092000000002,0.23780263569018736,234.1441002,17.45760038181189
Spiral,"House18_1,2-4,5_fast","results\Spiral\House18_1,2-4,5_fast.csv",5,0.9690246,0.0768641253238466,196.11979639999998,25.705607556586827
Spiral,"House18_1,2-4,5_slow","results\Spiral\House18_1,2-4,5_slow.csv",5,1.1429618,0.08810570053464187,357.8456478,42.05882264102701
Spiral,"House18_5,3-1_fast","results\Spiral\House18_5,3-1_fast.csv",5,1.0787656,0.14958259206973254,280.05231919999994,19.077643651911874
Spiral,"House18_5,3-1_slow","results\Spiral\House18_5,3-1_slow.csv",5,1.123631,0.09909905150403814,275.613038,37.78410915014509
Spiral,"House19_2,4-1,5_fast","results\Spiral\House19_2,4-1,5_fast.csv",5,0.9603756000000001,0.04506383962003239,341.2389894,30.45803584477889
Spiral,"House19_2,4-1,5_slow","results\Spiral\House19_2,4-1,5_slow.csv",5,1.1634476,0.14477179300644166,396.1939586,30.53359886526024
Spiral,"House19_4,5-1_fast","results\Spiral\House19_4,5-1_fast.csv",5,0.8442970000000001,0.05355104629696789,178.1223266,17.99145312920646
Spiral,"House19_4,5-1_slow","results\Spiral\House19_4,5-1_slow.csv",5,0.9337892,0.0231238483540262,376.135449,45.08689975254113
Spiral,"House20_2-1,4_fast","results\Spiral\House20_2-1,4_fast.csv",5,0.8626381999999999,0.04569348687942298,209.5213154,20.586280414950437
Spiral,"House20_2-1,4_slow","results\Spiral\House20_2-1,4_slow.csv",5,0.8672406,0.04416164882904622,309.02436739999996,48.90996644930503
Spiral,House20_4-1_fast,results\Spiral\House20_4-1_fast.csv,5,0.9187913999999999,0.028148444420606978,280.5238756,25.093861464736854
Spiral,House20_4-1_slow,results\Spiral\House20_4-1_slow.csv,5,1.27658,0.1362209963166471,413.2304834,44.29797908536576
Spiral,"House21_1,2,5-9,10_fast","results\Spiral\House21_1,2,5-9,10_fast.csv",5,0.988963,0.03265702794958536,208.87163879999997,24.69262701841174
Spiral,"House21_1,2,5-9,10_slow","results\Spiral\House21_1,2,5-9,10_slow.csv",5,1.1329638,0.13443958862329208,260.85781740000004,28.1776938103631
Spiral,"House21_6,8-1,2_fast","results\Spiral\House21_6,8-1,2_fast.csv",5,0.9818898,0.08016004132172087,212.1031864,13.878489397542666
Spiral,"House21_6,8-1,2_slow","results\Spiral\House21_6,8-1,2_slow.csv",5,1.0263589999999998,0.09647622645760971,300.11580519999995,44.430784198043376
Spiral,House22_2-5_fast,results\Spiral\House22_2-5_fast.csv,5,1.5575806,0.15544373773266007,195.533348,25.525891471679763
Spiral,House22_2-5_slow,results\Spiral\House22_2-5_slow.csv,5,1.307127,0.16045766304075354,168.0823732,27.405388854146217
Spiral,House22_6-1_fast,results\Spiral\House22_6-1_fast.csv,5,1.0830228,0.11543027346931133,146.0593996,18.412695580367537
Spiral,House22_6-1_slow,results\Spiral\House22_6-1_slow.csv,5,1.9049144000000002,0.3845536433312003,325.53103980000003,42.49521734083927
Spiral,"House23_13,14-5,6,10_fast","results\Spiral\House23_13,14-5,6,10_fast.csv",5,2.2561495999999996,0.2590118902498494,153.4121248,22.453340609412106
Spiral,"House23_13,14-5,6,10_slow","results\Spiral\House23_13,14-5,6,10_slow.csv",5,2.2571548,0.448236672581238,167.408915,19.635235709830642
Spiral,"House23_15-6,10_fast","results\Spiral\House23_15-6,10_fast.csv",5,1.1846375999999998,0.1477866468115438,109.4765912,3.7606508198937743
Spiral,"House23_15-6,10_slow","results\Spiral\House23_15-6,10_slow.csv",5,2.338493,0.4799663552458652,227.7947044,22.53301748464172
Spiral,"House24_2,4-1_fast","results\Spiral\House24_2,4-1_fast.csv",5,2.0522958,0.2989993377119755,121.44290620000001,10.92440162405254
Spiral,"House24_2,4-1_slow","results\Spiral\House24_2,4-1_slow.csv",5,2.6521961999999997,0.2793931024080588,177.6686506,24.670617226539907
Spiral,House24_2-1_fast,results\Spiral\House24_2-1_fast.csv,5,1.2816522,0.13933368293129986,109.86917539999999,5.937233565291609
Spiral,House24_2-1_slow,results\Spiral\House24_2-1_slow.csv,5,1.807041,0.36865311824464475,151.3216492,14.202098998015671
Spiral,"House25_2,7-3_fast","results\Spiral\House25_2,7-3_fast.csv",5,1.4593352,0.23337761679025695,134.6925994,11.747200288986324
Spiral,"House25_2,7-3_slow","results\Spiral\House25_2,7-3_slow.csv",5,2.1435626,0.43075495859629986,191.0246978,14.026763395984752
Spiral,"House25_3,4-1,7_fast","results\Spiral\House25_3,4-1,7_fast.csv",5,1.6458148000000001,0.2129946771393595,115.714436,8.781661567286912
Spiral,"House25_3,4-1,7_slow","results\Spiral\House25_3,4-1,7_slow.csv",5,1.6302966,0.2904016079583583,138.0245248,12.465355595648052
Spiral,"House26_4,5-1,3_fast","results\Spiral\House26_4,5-1,3_fast.csv",5,1.4341836000000001,0.23054943815437937,147.58678559999998,18.60700866511343
Spiral,"House26_4,5-1,3_slow","results\Spiral\House26_4,5-1,3_slow.csv",5,1.10787,0.09224064191016888,151.601675,20.716315937418806
Spiral,"House26_5,6-3_fast","results\Spiral\House26_5,6-3_fast.csv",5,1.2214952000000001,0.13057382108102683,168.6542902,26.793729536689323
Spiral,"House26_5,6-3_slow","results\Spiral\House26_5,6-3_slow.csv",5,2.4727274,0.4041512487043682,326.0269014,14.149437581462799
Spiral,"House27_3,4-9_fast","results\Spiral\House27_3,4-9_fast.csv",5,1.0003476,0.10953508070385486,176.6095804,22.315829279894086
Spiral,"House27_3,4-9_slow","results\Spiral\House27_3,4-9_slow.csv",5,1.8652028,0.257566610532499,345.15049600000003,25.90380148928215
Spiral,"House27_7,8,9-1,2,3,4_fast","results\Spiral\House27_7,8,9-1,2,3,4_fast.csv",5,1.3678402,0.2555011277014253,189.6022456,30.751133494492958
Spiral,"House27_7,8,9-1,2,3,4_slow","results\Spiral\House27_7,8,9-1,2,3,4_slow.csv",5,1.2802894,0.18765090874626744,247.5148866,28.28685759274236
Spiral,"House28_5,7-2,3_fast","results\Spiral\House28_5,7-2,3_fast.csv",5,1.1438686,0.1754911054805913,173.02312460000002,17.505132615479447
Spiral,"House28_5,7-2,3_slow","results\Spiral\House28_5,7-2,3_slow.csv",5,1.3445285999999999,0.14745735251014108,317.798957,46.14061123599937
Spiral,"House28_8-1,3_fast","results\Spiral\House28_8-1,3_fast.csv",5,0.9662266,0.04911146394987634,181.7970768,27.313692148427467
Spiral,"House28_8-1,3_slow","results\Spiral\House28_8-1,3_slow.csv",5,1.2619276,0.1479512242828697,249.0889288,16.337816482535555
Spiral,House29_1-3_fast,results\Spiral\House29_1-3_fast.csv,5,1.2825472,0.23010723840353217,205.91854419999999,24.169460086403802
Spiral,House29_1-3_slow,results\Spiral\House29_1-3_slow.csv,5,1.706482,0.11758201195548575,238.36480540000002,30.01521350836789
Spiral,House29_3-1_fast,results\Spiral\House29_3-1_fast.csv,5,1.091326,0.15177079880036212,125.42811100000002,8.904319867340773
Spiral,House29_3-1_slow,results\Spiral\House29_3-1_slow.csv,5,1.1923527999999999,0.15898628790936653,209.3562212,29.268810816744164
Spiral,"House30_1,8-5_fast","results\Spiral\House30_1,8-5_fast.csv",5,1.9294927999999998,0.2506960542962333,161.37209860000002,21.947085957266566
Spiral,"House30_1,8-5_slow","results\Spiral\House30_1,8-5_slow.csv",5,3.0625716,0.26584504535781733,236.471081,24.77137025680301
Spiral,"House30_7,8-3,4_fast","results\Spiral\House30_7,8-3,4_fast.csv",5,1.3291378,0.2410917063924016,111.36073400000001,3.321739267224929
Spiral,"House30_7,8-3,4_slow","results\Spiral\House30_7,8-3,4_slow.csv",5,1.3060247999999999,0.19377918652347575,142.22052539999999,23.00968598367865
Surge-Cast,"House01_1,3-2,4_fast","results\SurgeCast\House01_1,3-2,4_fast.csv",5,4.805777600000001,0.6834705333811398,89.7077376,9.339046397168893
Surge-Cast,"House01_1,3-2,4_slow","results\SurgeCast\House01_1,3-2,4_slow.csv",5,0.6844182,0.053601849526858675,59.1138464,0.5904732269801056
Surge-Cast,"House01_2,4-1_fast","results\SurgeCast\House01_2,4-1_fast.csv",5,0.62654,0.0313750019282868,68.7202156,1.6795644757188724
Surge-Cast,"House01_2,4-1_slow","results\SurgeCast\House01_2,4-1_slow.csv",5,1.0870206,0.20057395724221033,60.3156462,1.3425645065642848
Surge-Cast,"House02_3,5-1_fast","results\SurgeCast\House02_3,5-1_fast.csv",5,0.6117543999999999,0.01918221365744839,114.0823922,11.260585276564658
Surge-Cast,"House02_3,5-1_slow","results\SurgeCast\House02_3,5-1_slow.csv",5,0.6880485999999999,0.05770257086387054,65.7282914,2.164461267847108
Surge-Cast,"House02_4,5-3_fast","results\SurgeCast\House02_4,5-3_fast.csv",5,0.7350644,0.03475323028583095,61.326615000000004,1.4260722201019493
Surge-Cast,"House02_4,5-3_slow","results\SurgeCast\House02_4,5-3_slow.csv",5,0.6561011999999999,0.032943547239178736,59.177677200000005,0.9917296878019239
Surge-Cast,"House03_1-2,5_fast","results\SurgeCast\House03_1-2,5_fast.csv",5,3.2710868,0.21205294895780155,60.0030038,1.281647766283973
Surge-Cast,"House03_1-2,5_slow","results\SurgeCast\House03_1-2,5_slow.csv",5,3.885492,0.21519654416254005,61.411423,1.1500271834041595
Surge-Cast,House03_5-3_fast,results\SurgeCast\House03_5-3_fast.csv,5,0.6389663999999999,0.03365319231217153,211.43159559999998,8.64562636915231
Surge-Cast,House03_5-3_slow,results\SurgeCast\House03_5-3_slow.csv,5,0.7026472,0.053880465650363515,274.3096326,48.451058783405735
Surge-Cast,"House04_5,7-1,2_fast","results\SurgeCast\House04_5,7-1,2_fast.csv",5,0.7245718,0.04190925615183359,230.7539174,28.144161646576627
Surge-Cast,"House04_5,7-1,2_slow","results\SurgeCast\House04_5,7-1,2_slow.csv",5,1.2072512,0.16823220128352362,114.6469728,10.84165175042561
Surge-Cast,"House04_7-3,8_fast","results\SurgeCast\House04_7-3,8_fast.csv",5,0.6341852,0.024320822153044066,60.107723799999995,1.3314926529638453
Surge-Cast,"House04_7-3,8_slow","results\SurgeCast\House04_7-3,8_slow.csv",5,0.6846288,0.05260875423064112,61.192424800000005,0.841039090721531
Surge-Cast,"House05_4,8-5_fast","results\SurgeCast\House05_4,8-5_fast.csv",5,0.7382882000000001,0.04641556340496149,73.98924,5.40372515672064
Surge-Cast,"House05_4,8-5_slow","results\SurgeCast\House05_4,8-5_slow.csv",5,0.628458,0.04092288295684946,58.738426200000006,0.4958608849412292
Surge-Cast,"House05_7-1,2_fast","results\SurgeCast\House05_7-1,2_fast.csv",5,0.6258498,0.040892740513445665,72.1731628,3.607361737147072
Surge-Cast,"House05_7-1,2_slow","results\SurgeCast\House05_7-1,2_slow.csv",5,0.7196196,0.04960532840633147,61.3140042,0.8309480353874107
Surge-Cast,"House06_1,2-5_fast","results\SurgeCast\House06_1,2-5_fast.csv",5,1.4906967999999998,0.2081350286513541,65.3382256,2.067999927585661
Surge-Cast,"House06_1,2-5_slow","results\SurgeCast\House06_1,2-5_slow.csv",5,3.2207664,0.252410132170442,97.8075934,4.490037462862732
Surge-Cast,"House06_1-4,5_fast","results\SurgeCast\House06_1-4,5_fast.csv",5,2.256987,0.4027054005020295,67.215447,2.3691947068266654
Surge-Cast,"House06_1-4,5_slow","results\SurgeCast\House06_1-4,5_slow.csv",5,1.704701,0.18681697283571422,68.6780126,3.7184087217240234
Surge-Cast,"House07_1,3-5_fast","results\SurgeCast\House07_1,3-5_fast.csv",5,0.6769222,0.050213152447341924,134.669884,14.20392885550989
Surge-Cast,"House07_1,3-5_slow","results\SurgeCast\House07_1,3-5_slow.csv",5,1.3906752,0.17427403416946544,61.50330220000001,1.1565061513527275
Surge-Cast,House07_6-1_fast,results\SurgeCast\House07_6-1_fast.csv,5,0.677769,0.05522081439547952,75.7861022,5.070044047430524
Surge-Cast,House07_6-1_slow,results\SurgeCast\House07_6-1_slow.csv,5,2.5478952,0.3297893845891647,76.5547144,5.046109000057547
Surge-Cast,"House08_1,3-7_fast","results\SurgeCast\House08_1,3-7_fast.csv",5,0.6814792,0.040080938745243974,181.12917240000002,11.516989772649469
Surge-Cast,"House08_1,3-7_slow","results\SurgeCast\House08_1,3-7_slow.csv",5,0.904571,0.0480126667870053,71.4846586,2.8876289734864335
Surge-Cast,"House08_8,7-6_fast","results\SurgeCast\House08_8,7-6_fast.csv",5,0.6798412,0.056794551839943246,152.0490392,11.058181043742008
Surge-Cast,"House08_8,7-6_slow","results\SurgeCast\House08_8,7-6_slow.csv",5,0.6285236,0.028108352518424144,128.24256780000002,18.523306290170588
Surge-Cast,"House09_6-2,5_fast","results\SurgeCast\House09_6-2,5_fast.csv",5,0.6788212,0.04892464639320347,190.3525476,8.930012829597462
Surge-Cast,"House09_6-2,5_slow","results\SurgeCast\House09_6-2,5_slow.csv",5,0.6223774,0.031282319172337585,61.4022062,1.4021005430965703
Surge-Cast,"House09_6-7,3_fast","results\SurgeCast\House09_6-7,3_fast.csv",5,0.6720104,0.05128492527341735,259.3398862,40.38188879289696
Surge-Cast,"House09_6-7,3_slow","results\SurgeCast\House09_6-7,3_slow.csv",5,0.7409922,0.02028007802499782,62.000170000000004,1.3448425457667887
Surge-Cast,"House10_1-3,2_fast","results\SurgeCast\House10_1-3,2_fast.csv",5,0.9842145999999999,0.11968245055479101,81.223969,3.0121118335127437
Surge-Cast,"House10_1-3,2_slow","results\SurgeCast\House10_1-3,2_slow.csv",5,0.9929446000000001,0.1295502200376364,106.3248904,13.449626330913764
Surge-Cast,"House10_2,3-1_fast","results\SurgeCast\House10_2,3-1_fast.csv",5,0.7060042,0.0399083547668906,181.6938046,10.688087956966921
Surge-Cast,"House10_2,3-1_slow","results\SurgeCast\House10_2,3-1_slow.csv",5,2.1072664,0.2436952081818599,140.7534976,16.496139870638224
Surge-Cast,"House11_1-2,3_fast","results\SurgeCast\House11_1-2,3_fast.csv",5,0.9654952,0.09267715014878261,90.49488240000001,6.581170871170215
Surge-Cast,"House11_1-2,3_slow","results\SurgeCast\House11_1-2,3_slow.csv",5,1.3132173999999999,0.14903082712747726,114.9252714,15.700866313578757
Surge-Cast,House11_3-2_fast,results\SurgeCast\House11_3-2_fast.csv,5,0.9356234000000001,0.07400998404472198,84.7862574,4.338218243690582
Surge-Cast,House11_3-2_slow,results\SurgeCast\House11_3-2_slow.csv,5,1.4673246,0.3339440973865237,150.7479914,12.472808349452574
Surge-Cast,"House12_4,6-1_fast","results\SurgeCast\House12_4,6-1_fast.csv",5,1.2833020000000002,0.17436057469651792,90.198025,8.479702474478065
Surge-Cast,"House12_4,6-1_slow","results\SurgeCast\House12_4,6-1_slow.csv",5,1.1998742,0.23664859027406013,85.4689036,9.242642457231337
Surge-Cast,"House12_6,7-1_fast","results\SurgeCast\House12_6,7-1_fast.csv",5,0.8848858,0.0501161772853836,72.4201044,3.158436269691901
Surge-Cast,"House12_6,7-1_slow","results\SurgeCast\House12_6,7-1_slow.csv",5,1.5042876,0.32160733754580284,134.18590460000001,15.37280017602848
Surge-Cast,"House13_1,3-6_fast","results\SurgeCast\House13_1,3-6_fast.csv",5,1.93492,0.3073109270136681,84.741934,5.277409649734849
Surge-Cast,"House13_1,3-6_slow","results\SurgeCast\House13_1,3-6_slow.csv",5,2.0573998,0.3024529286545264,90.2198068,11.064402964849718
Surge-Cast,"House13_2,3-4,6_fast","results\SurgeCast\House13_2,3-4,6_fast.csv",5,0.9555292,0.06266485098282769,66.6906558,2.295699493451656
Surge-Cast,"House13_2,3-4,6_slow","results\SurgeCast\House13_2,3-4,6_slow.csv",5,1.4278174,0.3543965343542457,86.3878308,4.237405015168209
Surge-Cast,"House14_1,2-4,5_fast","results\SurgeCast\House14_1,2-4,5_fast.csv",5,1.3667614000000001,0.11223742634166202,66.76635139999999,2.788159277746752
Surge-Cast,"House14_1,2-4,5_slow","results\SurgeCast\House14_1,2-4,5_slow.csv",5,2.0213062,0.34660577687222693,79.5233956,3.8608794026589073
Surge-Cast,"House14_3,4-2,6_fast","results\SurgeCast\House14_3,4-2,6_fast.csv",5,2.2764148,0.27313475433510837,70.51722500000001,3.5613765098104966
Surge-Cast,"House14_3,4-2,6_slow","results\SurgeCast\House14_3,4-2,6_slow.csv",5,2.7198406,0.4276212726295314,84.09611,7.149889871367988
Surge-Cast,"House15_1,2-3,4_fast","results\SurgeCast\House15_1,2-3,4_fast.csv",5,1.6990880000000002,0.2344364506193523,68.872064,3.642605099708519
Surge-Cast,"House15_1,2-3,4_slow","results\SurgeCast\House15_1,2-3,4_slow.csv",5,3.0034628000000003,0.33342436044731344,100.5185168,4.542944895813699
Surge-Cast,"House15_3-1,2_fast","results\SurgeCast\House15_3-1,2_fast.csv",5,1.8509540000000002,0.286485997110679,64.6783234,1.1127434590754965
Surge-Cast,"House15_3-1,2_slow","results\SurgeCast\House15_3-1,2_slow.csv",5,1.962801,0.3480130946293544,70.69391399999999,3.6738862656771913
Surge-Cast,"House16_1,2-4,5,6_fast","results\SurgeCast\House16_1,2-4,5,6_fast.csv",5,1.2436144,0.1498269446871957,69.4265442,3.9774289313001776
Surge-Cast,"House16_1,2-4,5,6_slow","results\SurgeCast\House16_1,2-4,5,6_slow.csv",5,2.5730326,0.23888812232884235,109.1726204,7.153607285597968
Surge-Cast,"House16_3,4,5-2_fast","results\SurgeCast\House16_3,4,5-2_fast.csv",5,1.6680084000000002,0.24289276871039203,68.8620598,3.474990005567023
Surge-Cast,"House16_3,4,5-2_slow","results\SurgeCast\House16_3,4,5-2_slow.csv",5,1.3560756,0.33134183331161193,68.9415338,2.6442658018422045
Surge-Cast,"House17_3,6-1_fast","results\SurgeCast\House17_3,6-1_fast.csv",5,1.4223648,0.294271802800914,88.32008499999999,7.382216549270415
Surge-Cast,"House17_3,6-1_slow","results\SurgeCast\House17_3,6-1_slow.csv",5,1.242685,0.21894207456882286,101.4512788,9.463792163052332
Surge-Cast,"House17_4,6-1,2_fast","results\SurgeCast\House17_4,6-1,2_fast.csv",5,0.877022,0.0652469179080514,78.18891679999999,6.706088540997145
Surge-Cast,"House17_4,6-1,2_slow","results\SurgeCast\House17_4,6-1,2_slow.csv",5,1.4004184,0.203086757604478,109.1282696,8.196464150355038
Surge-Cast,"House18_1,2-4,5_fast","results\SurgeCast\House18_1,2-4,5_fast.csv",5,0.9675442000000001,0.09377018937647506,106.617256,12.786107459662638
Surge-Cast,"House18_1,2-4,5_slow","results\SurgeCast\House18_1,2-4,5_slow.csv",5,1.0291982000000002,0.15092457102705312,152.6498856,8.822474738909143
Surge-Cast,"House18_5,3-1_fast","results\SurgeCast\House18_5,3-1_fast.csv",5,0.8399764,0.03856909318742145,111.8507816,12.284296175905649
Surge-Cast,"House18_5,3-1_slow","results\SurgeCast\House18_5,3-1_slow.csv",5,1.0183782000000001,0.05357176606851786,138.689265,15.914223931546962
